lang,tag,key,value,title,tgroup,has_templ,parsed,redirect_target,description,image,osmcarto_rendering,on_node,on_way,on_area,on_relation,tags_implies,tags_combination,tags_linked,status,approval_status,statuslink,wikidata
en,brand:wikidata,brand:wikidata,,Key:brand:wikidata,annotations,1,1,,The ID of the Wikidata item about the feature's brand.,File:Wikidata-logo-en.svg,,1,1,1,1,,"brand:website,brand:wikipedia","amenity=bicycle_rental,amenity=bureau_de_change,amenity=car_rental,amenity=fast_food,amenity=post_box,amenity=vending_machine,brand,brand:website,brand:wikidata,brand:wikidata=Q524757,brand:wikipedia,brand:wikipedia=KFC,brand=KFC,name=KFC,official_name,operator:wikidata,operator=ACME Airport Concessions,short_name,wikidata,wikipedia",t,de facto,Proposal:Wikidata,
en,brand:wikipedia,brand:wikipedia,,Key:brand:wikipedia,annotations,1,1,,Provides a link to Wikipedia's article about the brand of the feature.,File:Wikipedia-logo-v2-en.svg,,1,1,1,1,,"brand:website,brand:wikidata","brand,brand:website,brand:wikidata,brand:wikidata=Q703557,brand:wikipedia,brand:wikipedia=en:Giant Bicycles,brand:wikipedia=en:Walmart,brand=Giant,name=Giant,shop=bicycle,wikipedia,wikipedia=en:Gilwell Oak,wikipedia=en:Tree,wikipedia=en:Walmart",t,de facto,,
en,brewery,brewery,,Key:brewery,food and beverages,1,1,,Location sells beer from named brewery.,File:Fuller's and The Swan .jpg,,1,0,1,0,,"amenity=bar,amenity=pub,amenity=restaurant,microbrewery=yes,real_ale=yes","amenity=bar,amenity=pub,amenity=restaurant,brewery,brewery=<name_of_brewery2>,brewery=<name_of_brewery>,brewery=<name_of_brewery>;<name_of_brewery>,brewery=Jever,brewery=Krombacher,brewery=Paulaner,brewery=various,brewery=yes/no,craft=brewery,drink:beer=yes,man_made=works,microbrewery=yes,real_ale=yes",t,de facto,,
en,bridge,bridge,,Key:bridge,bridges,1,1,,"A bridge is an artificial construction that spans features such as roads, railways, paths, waterways or valleys and carries a road, railway or other feature.","File:2014 Karwina, Darków, Most żelbetowy 01.jpg",,0,1,1,0,,"bridge:movable,bridge:structure,highway,layer,man_made=pipeline,railway","abandoned:bridge,abandoned=yes,access,bridge,bridge:movable,bridge:name,bridge:name=Merced River Bridge,bridge:ref,bridge:ref=40-47,bridge:structure,bridge:support,bridge=cantilever,bridge=movable,bridge=trestle,bridge=viaduct,bridge=yes,building=bridge,construction=(highway-type),embankment,ford,highway,highway=construction,layer,layer=1,man_made=bridge,man_made=pipeline,maxaxleload,maxheight,maxheight:physical,maxlength,maxweight,name,old_name,proposed:bridge,railway,ref,seamark:bridge:category,seamark:bridge:clearance_height,seamark:bridge:clearance_width,seamark:distance_mark:distance,seamark:distance_mark:units,seamark:type=bridge,start_date,tunnel,wikidata,wikimedia_commons=File:''name'',wikipedia",t,approved,Proposal:Bridge,
en,bridge:movable,bridge:movable,,Key:bridge:movable,bridges,1,1,,The mechanism by which a movable bridge moves to clear the way below.,File:MovableBridge roll.gif,,0,1,1,1,,"bridge=movable,man_made=bridge","access,barrier=lift_gate,bridge:movable,bridge:support,bridge:support=lift_pier,bridge:support=pivot_pier,bridge=movable,man_made=bridge,maxheight",t,approved,Proposed features/Bridge types,
en,bridge:name,bridge:name,,Key:bridge:name,bridges,1,1,,Used to specify the name of a bridge where key:name is already used for the road on the bridge.,File:Walter Taylor Bridge name plaque.JPG,,0,1,0,0,,,"bridge,bridge:name,bridge=yes,highway,man_made=bridge,name,railway",t,de facto,,
en,bridge:structure,bridge:structure,,Key:bridge:structure,bridges,1,1,,The load-bearing structure supporting the span or spans of a bridge.,File:Pegram.svg,,0,1,1,1,,"bridge,man_made=bridge","bridge,bridge:structure,bridge:support,bridge=yes,man_made=bridge",t,approved,Proposed_features/Bridge_types,
en,bridge:support,bridge:support,,Key:bridge:support,bridges,1,1,,A structure that supports a bridge from beneath,File:Forth Rail Bridge Pier.jpg,,1,0,1,0,,,"bridge,bridge:structure,bridge:support,bridge:support=abutment,bridge:support=lift_pier,bridge:support=pier,bridge:support=pivot_pier,bridge:support=pylon,bridge=trestle,man_made=bridge",t,approved,Proposal:Bridge types,
en,building,building,,Key:building,buildings,1,1,,"To mark the outline of a building, a man-made structure with a roof, standing more or less permanently in one place.",File:Emptyhouse.jpg,File:Area building=yes.png,1,0,1,0,area=yes,"addr,name","addr,amenity=hospital,area=yes,building,building:architecture,building:material,building:use,building=hospital,building=yes,name",t,approved,Proposal:Building,
en,building:colour,building:colour,,Key:building:colour,,1,1,,Indicates colour of the building.,File:Jar burano 4 houses.jpg,,0,0,1,0,,roof:colour,"building,building:part,colour,roof:colour",t,de facto,,
en,building:flats,building:flats,,Key:building:flats,buildings,1,1,,A number of residential units (flats) in a building,,,0,0,1,0,,"building:levels,height","addr:flats,building,building:flats,building:levels,building:part,building:units,building=apartments,building=detached,building=house,building=residential,height",t,de facto,,
en,building:levels,building:levels,,Key:building:levels,buildings,1,1,,"The number of above ground levels in a building (if there's only the ground level, this is 1), not including the levels in the roof (use roof:levels to state the number of roof levels).",File:Building-levels.png,,1,0,1,0,,"building:levels:underground,roof:levels","building,building:levels,building:levels:underground,building:levels:underground=1,building:levels=3,building:levels=4,building:levels=5,building:min_level,building:part,height,min_height,roof:levels,roof:levels=1",t,de facto,Simple_3D_Buildings,
en,building:material,building:material,,Key:building:material,buildings,1,1,,Outer material for the building façade.,"File:Münster, LVM -- 2017 -- 6351-7.jpg",,1,0,1,0,,roof:material,"building,building:material,building:part,building:structure,material,roof:material",t,de facto,,
en,building:min_level,building:min_level,,Key:building:min_level,buildings,1,1,,"For describing number of values, ""filling"" space between ground level and bottom level of building or part of building",File:Min level 2.svg,,1,0,1,0,,"building:levels,height,min_height","building,building:levels,building:levels:underground,building:min_level,building:part,building:part=yes,height,min_height",t,de facto,Simple_3D_Buildings,
en,building:part,building:part,,Key:building:part,buildings,1,1,,"To mark a part of a building, which has attributes, different from such ones at other parts.",File:Marek S3DB sumOfMoreElements.jpg,,0,0,1,0,,"building:levels,height","building,building:colour,building:levels,building:material,building:min_level,building:part,building:part=(type of building),building:part=barn,building:part=retail,building:part=roof,building:part=yes,buildingpart,description,height,indoor=area,indoor=corridor,indoor=room,min_height,roof:colour,roof:levels,roof:material,roof:shape,type=building",t,de facto,,
en,building:soft_storey,building:soft_storey,,Key:building:soft_storey,buildings,1,1,,A building where any one level is significantly more flexible (less stiff) than those above and below.,File:LomaPrieta-Marina.jpeg,,0,0,1,0,,,building,t,approved,Proposal:Building:soft storey,
en,bus,bus,,Key:bus,restrictions,1,1,,"Legal access permissions for public transport buses, OR the type of public transport vehicle",File:Bus aus Zusatzzeichen 1024-14.svg,,1,1,1,0,,"amenity=parking,highway,lanes:bus,public_transport","access,amenity=bus_station,amenity=parking,bus,bus:lanes,bus=designated,bus=minibus,bus=no,bus=yes,coach,highway,highway=bus_stop,lanes:bus,lanes:psv,oneway,oneway:bus,oneway:psv,psv,public_transport,public_transport=platform,public_transport=stop_position,route=bus,route=mini_bus,school_bus,tourist_bus,trolleybus",t,de facto,,
en,bus_bay,bus_bay,,Key:bus_bay,highways,1,1,,A bus bay outside the main carriageway for boarding/alighting,File:1033@970.jpg,,0,1,0,0,,,"bus_bay,highway,highway=bus_stop,highway=emergency_bay,highway=passing_place,highway=service,public_transport=stop_position",t,approved,Proposal:Bus_bay,
en,butcher,butcher,,Key:butcher,,1,1,,"Used to indicate a particular type of meat served exclusively, or as their primary specialty of a butcher",File:A butcher at work.jpg,,1,0,1,0,,,"butcher,butcher=beef,butcher=game,butcher=horse,butcher=lamb,butcher=pork,butcher=poultry,shop=butcher",t,de facto,,
en,button_operated,button_operated,,Key:button_operated,accessibility,1,1,,Used to indicate that some functionality may be (or needs to be) activated by pressing a button.,File:Los Angeles pedestrian crossing button.jpg,,1,0,0,0,,"amenity=telephone,amenity=vending_machine,automatic_door=yes,crossing=traffic_signals,emergency=phone,highway=elevator","amenity=telephone,amenity=vending_machine,automatic_door=yes,button_operated=yes,button_operated=yes/no,crossing=traffic_signals,display_operated,emergency=phone,highway=elevator,highway=traffic_signals,traffic_signals:sound=yes",t,de facto,,
en,cables,cables,,Key:cables,power,1,1,,"Number of electrically separated, individual or bundled, power-carrying conductors in a power line or cable",File:Power-tower.JPG,,0,1,0,0,,"circuits,power=cable,power=line,wires","cable_number,cables,cables=2,cables=3,circuits,power=cable,power=line,wires",t,de facto,,
en,cadet,cadet,,Key:cadet,,1,1,,Describes the type of cadet club,File:Student Police Cadet-Kerala.jpg,,1,0,1,1,,,"cadet=ambulance,cadet=emergency_services,cadet=fire,cadet=lifeguard,cadet=military,cadet=police,club=cadet",t,approved,Proposal:Club=cadet,
en,camera:type,camera:type,,Key:camera:type,properties,1,1,,The type of a camera,File:CCTV dome camera.jpg,,1,0,0,0,,,"camera:mount,camera:type,man_made=surveillance,shop=camera",t,de facto,,
en,camp_site,camp_site,,Key:camp_site,,1,1,,A subkey to tag:tourism=camp_site used to categorize camp sites according to the level of facilities provided.,File:Campsite-standard.JPG,,1,0,1,1,,,"amenity=bbq,amenity=drinking_water,amenity=sanitary_dump_station,backcountry=yes,camp_site,camp_site=basic,camp_site=deluxe,camp_site=reception,camp_site=serviced,camp_site=standard,fee,hot_water=yes/no,leisure=firepit,ref,shower=yes/no,toilets=yes/no,tourism=camp_pitch,tourism=camp_site,tourism=caravan_site",t,approved,Proposed_features/Camp_Site,
en,canoe,canoe,,Key:canoe,restrictions,1,1,,"Access permission for canoes, kayaks, rowboats and other small boats without a motor or sail",File:Canoe - The Noun Project.svg,,0,1,1,0,,waterway,"access,boat,canoe=designated,canoe=no,canoe=permissive,canoe=portage,canoe=private,canoe=put_in,canoe=yes,motorboat,route=canoe,waterway",t,de facto,,
en,capacity,capacity,,Key:capacity,properties,1,1,,Describes the capacity a facility is suitable for,"File:Maximum occupancy sign, Ohio University Convocation Center.jpg",,1,1,1,0,,"amenity=bicycle_parking,amenity=motorcycle_parking,amenity=parking,amenity=taxi","aerialway,aerialway:capacity,aerialway:occupancy,amenity=bicycle_parking,amenity=charging_station,amenity=cinema,amenity=fuel,amenity=kindergarten,amenity=motorcycle_parking,amenity=parking,amenity=school,amenity=shelter,amenity=taxi,beds,capacity,capacity:beds,capacity:charging,capacity:classrooms,capacity:disabled,capacity:long,capacity:motorcycle,capacity:parent,capacity:persons,capacity:pupils,capacity:rooms,capacity:standard,capacity:teachers,capacity:truck,capacity:women,highway=elevator,highway=rest_area,highway=services,leisure=stadium,man_made=storage_tank,parking:capacity:long,parking:capacity:standard,rooms,seats,shelter_type=basic_hut,tourism=camp_site,tourism=guest_house,tourism=hotel",t,de facto,,
en,capacity:charging,capacity:charging,,Key:capacity:charging,,1,1,,Defines whether or not dedicated parking spaces with charging infrastructure for electric vehicles are available at car parking,File:Filderstadt Stromtankstelle Karlstr (Aldi) .jpg,,1,0,1,0,,,"amenity=charging_station,amenity=parking,parking_space=charging",t,de facto,,
en,capacity:disabled,capacity:disabled,,Key:capacity:disabled,,1,1,,Describes the capacity for disabled parking spaces,File:315-90 Vyhradené parkovanie.jpg,,1,1,1,0,,amenity=parking,"amenity=parking,capacity,capacity:disabled=no,capacity:disabled=number,capacity:disabled=yes,capacity:women",t,de facto,Proposal:More Parking Spaces,
en,capacity:women,capacity:women,,Key:capacity:women,properties,1,1,,Defines the amount of dedicated women's parking spaces available.,File:Lady's parking Italy By Stefano Bolognini.JPG,,1,1,1,0,,"amenity=parking,capacity,surveillance","amenity=parking,capacity,capacity:disabled,capacity:men,capacity:parent,surveillance",t,de facto,Proposal:More Parking Spaces,
en,capital,capital,,Key:capital,places,1,1,,The capital of a country or administrative divisions within countries,File:Europe capitals map.png,File:Place-capital-8.svg,1,0,1,0,,place,"admin_level,admin_level=2,boundary=administrative,capital=4,capital=<admin_level-number>,capital=yes,place,place=atoll,place=city,place=municipality,place=suburb,place=village,population,type=boundary",t,de facto,Proposal:Capital,
en,car_wash,car_wash,,Key:car_wash,,1,1,,Indicates that a fuel station has a car wash.,File:Example car wash.jpg,,1,0,1,0,,,"amenity=car_wash,amenity=fuel,car_wash=yes,name=Esso,opening_hours",t,de facto,,
en,cargo,cargo,,Key:cargo,transport,1,1,,Type of cargo,"File:Niger, Liboré, donkey cart.jpg",,1,0,1,0,,"amenity=ferry_terminal,company,office=logistics","access,amenity=ferry_terminal,cargo=container,cargo=passengers,cargo=passengers;vehicle,cargo=vehicle,company,industrial=port,landuse=industrial,logistics,office=logistics",t,approved,Proposal:Ferry Terminal,
en,carpenter,carpenter,,Key:carpenter,,1,1,,Further information on the kind of carpentry service provided,File:Charpentier médiéval.JPG,,1,0,1,0,,,"carpenter,carpenter=cabinetmaker,carpenter=formwork,carpenter=framer,carpenter=luthier,carpenter=trim,craft=carpenter,opening_hours,operator,website,wheelchair",t,de facto,,
en,carriageway_ref,carriageway_ref,,Key:carriageway_ref,references,1,1,,The carriageway reference used for maintenance and emergency services.,File:M27 DLS.JPG,,1,1,0,0,,"highway=milestone,operator,ref","carriageway_ref,carriageway_ref=Re,carriageway_ref=a1,carriageway_ref=a2,carriageway_ref=h,carriageway_ref=h1,carriageway_ref=h2,carriageway_ref=t1,carriageway_ref=t2,emergency=phone,highway,highway=milestone,highway=motorway,highway_authority_ref,int_ref=E 313;E 34,nat_ref=A13,official_ref,operator,operator=Agentschap Wegen en Verkeer,ref,ref=E313;E34,ref=N46",t,de facto,,
en,cash_withdrawal,cash_withdrawal,,Key:cash_withdrawal,,1,1,,Describes whether you can withdraw cash in a shop or amenity at checkout or not.,,,1,0,1,0,,"amenity=bar,shop=kiosk,shop=supermarket","amenity=atm,amenity=bar,atm=yes,cash_withdrawal:currency=*,cash_withdrawal:fee=yes/no/purchase_required,cash_withdrawal:foreign_cards=yes/no/varies,cash_withdrawal:limit=#,cash_withdrawal:operator=*,cash_withdrawal:purchase_minimum=#/no/yes/varies,cash_withdrawal:purchase_required=yes/no,cash_withdrawal:type=checkout/self_checkout,cash_withdrawal=yes/<card_name>;<bank_name>,shop=kiosk,shop=supermarket",t,approved,Proposal:Cash withdrawal,
en,changing_table,changing_table,,Key:changing_table,amenities,1,1,,Provides a surface for changing the nappy (diaper) of an infant or young child.,File:2014.1.16 EMU800~4.jpg,,1,0,1,0,,"baby_feeding,changing_table:count,changing_table:fee,changing_table:location","amenity,amenity=restaurant,amenity=toilets,baby_feeding,changing_table,changing_table:count,changing_table:fee,changing_table:location,changing_table=2,changing_table=dedicated_room,changing_table=female_toilet,changing_table=female_toilet;male_toilet,changing_table=no,changing_table=sales_area,changing_table=unisex_toilet,changing_table=yes,diaper,shop,shop=chemist,toilets",t,approved,Proposal:Changing table,
en,check_date,check_date,,Key:check_date,,1,1,,Date of latest review of the data. Format: YYYY-MM-DD.,File:Check mark.svg,,1,1,1,1,,"collection_times,opening_date,opening_hours","amenity=post_box,check_date,check_date=2021-05-13,check_date=2021-06-02,check_date=2021-09-21,collection_times,collection_times:check_date,collection_times=Mo-Fr 09:00,highway=construction,opening_date,opening_date=2021-10-05,opening_hours,opening_hours:check_date,source:date,survey:date",t,de facto,,
